title;handle;vendor;product_type;tags;created_at;price;sku;image;weight;shape;foam;collection;game_level;frame;surface;professional_player;color;racket_type;balance;gender;racket_cover
Raquette de padel Dunlop FX Start 2026;raquette-de-padel-dunlop-fx-start-2026;Dunlop;Raquettes;fait, tout;2025-11-06T08:42:33+01:00;79.9;11570;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-FX-Start-2026-Face.png?v=1762419477;;forme;mousse;;;;;pro;noir;polyvalente;;;
Raquette de padel Dunlop FX Team 2026;raquette-de-padel-dunlop-fx-team-2026;Dunlop;Raquettes;fait, tout;2025-11-05T17:18:18+01:00;159.9;11569;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-FX-Team-2026-Face.png?v=1762414557;;forme;mousse;;;carbone;;pro;noir;;;;
Raquette de padel Dunlop FX Lite 2026;raquette-de-padel-dunlop-fx-lite-2026;Dunlop;Raquettes;fait, tout;2025-11-05T16:02:53+01:00;224.9;11566;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-dunlop-FX-lite-2026-face.png?v=1762413949;poids;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Dunlop FX Pro 2026;raquette-de-padel-dunlop-fx-pro-2026;Dunlop;Raquettes;fait, tout;2025-11-05T15:55:27+01:00;269.9;11565;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Dunlop-FX-Pro-2026-Face.png?v=1762357425;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Head Radical Team Light 2026;raquette-de-padel-head-radical-team-light-2026;Head;Raquettes;fait, tout;2025-11-17T11:34:28+01:00;149.9;11620;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Radical-Team-Light-2026-Face.png?v=1763376305;poids;forme;foam;;;;;pro;;;;;
Raquette de padel Head Radical Team 2026;raquette-de-padel-head-radical-team-2026;Head;Raquettes;fait, tout;2025-11-17T11:09:53+01:00;179.9;11619;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Radical-Team-2026-Face.png?v=1763375316;poids;;foam;;;carbone;;pro;;;;;
Raquette de padel Head Radical Motion 2026;raquette-de-padel-head-radical-motion-2026;Head;Raquettes;fait, tout;2025-11-17T10:11:39+01:00;199.9;11618;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Radical-Motion-2026-Face.png?v=1763373471;poids;forme;foam;;;carbone;;pro;;;;;
Raquette de padel Head Radical Pro 2026;raquette-de-padel-head-radical-pro-2026;Head;Raquettes;fait, tout;2025-11-17T09:35:40+01:00;239.9;11617;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Radical-Pro-2026-Face.png?v=1763370314;poids;forme;foam;;;carbone;;pro;;;;;
Raquette de padel Oxdog Pure Court 2026;raquette-de-padel-oxdog-pure-court-2026;Oxdog;Raquettes;fait;2025-12-03T09:40:49+01:00;149.9;11882;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-oxdog-pure-court-2026-face.png?v=1764752938;poids;forme;foam;;;carbone;;pro;;polyvalente;balance;;
Raquette de padel Oxdog Pure Tour X 2026;raquette-de-padel-oxdog-pure-tour-x-2026;Oxdog;Raquettes;fait;2025-12-03T09:24:23+01:00;249.9;11881;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-pure-tour-X-2026-face.png?v=1764752703;poids;forme;foam;;;carbone;;pro;;;balance;;
Raquette de padel Oxdog Pure Pro + 2026;raquette-de-padel-oxdog-pure-pro-2026;Oxdog;Raquettes;fait;2025-12-03T08:28:44+01:00;299.9;11880;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Pure-Pro-plus-2026-Face.png?v=1764749823;poids;forme;foam;;;carbone;sablée;pro;;;balance;;
Raquette de padel Oxdog Hyper Tour X 2.0 2026;raquette-de-padel-oxdog-hyper-tour-x-2-0-2026;Oxdog;Raquettes;fait;2025-12-02T17:07:21+01:00;249.9;11879;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-hyper-tour-X-2.0-2026-face.png?v=1764692057;poids;;;;;carbone;;pro;;polyvalente;balance;;
Raquette de padel Oxdog Hyper Pro 2.0 2026;raquette-de-padel-oxdog-hyper-pro-2-0-2026;Oxdog;Raquettes;fait;2025-12-02T16:17:26+01:00;309.9;11878;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Hyper-Pro-2.0-2026-Face_78ba1633-392a-47aa-98b5-ac0ef90abcf2.png?v=1765189217;poids;forme;foam;;;carbone;;pro;;attaque;balance;;
Raquette de padel Oxdog Hyper Pro+ 2.0 2026;raquette-de-padel-oxdog-hyper-pro-plus-2-0-2026;Oxdog;Raquettes;fait;2025-12-02T16:10:41+01:00;319.9;11877;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Hyper-Pro-plus-2.0-2026-Face.png?v=1764690576;poids;forme;foam;;;carbone;sablée;pro;;;balance;;
Raquette de padel Oxdog Ultimate Nxt Gen 2026;raquette-de-padel-oxdog-ultimate-nxt-gen-2026;Oxdog;Raquettes;fait;2025-12-02T15:56:10+01:00;179.9;11876;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-oxdog-ultimate-nxt-gen-2026-face.png?v=1764688886;poids;forme;foam;;;carbone;;pro;white;;balance;;
Raquette de padel Oxdog Ultimate Tour X 2026;raquette-de-padel-oxdog-ultimate-tour-x-2026;Oxdog;Raquettes;;2025-12-02T15:23:20+01:00;259.9;11875;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Ultimate-Tour-X-2026-Face.png?v=1764687333;poids;forme;foam;;;carbone;sablée;pro;;;balance;;
Raquette de padel Oxdog Ultimate Pro Smash 2026;raquette-de-padel-oxdog-ultimate-pro-smash-2026;Oxdog;Raquettes;fait;2025-12-02T15:15:09+01:00;329.9;11874;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-ultimate-smash-2026-face.png?v=1764687345;poids;forme;mousse;;;carbone;;pro;;;balance;;
Raquette de padel Oxdog Ultimate Pro 2026;raquette-de-padel-oxdog-ultimate-pro-2026;Oxdog;Raquettes;fait;2025-12-02T14:26:08+01:00;329.9;11873;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Ultimate-Pro-2026-Face.png?v=1764684193;poids;forme;foam;;;carbone;;pro;;;balance;;
Raquette de padel Oxdog Ultimate Pro + 2026;raquette-de-padel-oxdog-ultimate-pro-plus-2026;Oxdog;Raquettes;fait;2025-12-02T12:22:59+01:00;339.9;11871;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-oxdog-ultimate-pro-plus-2026-face.png?v=1764683264;poids;forme;foam;;;carbone;;pro;;;balance;;
Raquette de padel Oxdog Ultimate Pro Light 2026;raquette-de-padel-oxdog-ultimate-pro-light-hes-2026;Oxdog;Raquettes;;2025-08-21T10:32:18+02:00;319.9;10800;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Ultimate-Pro-Light-HES-2026-Face.png?v=1757494485;poids;forme;mousse;;;carbone;;pro;;;balance;;
Raquette de padel Head Flash Pro 2.0;raquette-de-padel-head-flash-pro-2-0;Head;Raquettes;NONOX, NORNOX, tout, Tout s Nox;2023-10-26T17:13:08+02:00;79.9;5801;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-De-Padel-Head-Flash-2.0.jpg?v=1698399842;;forme;foam;;;carbone;;pro;;polyvalente;;;
Raquette de padel Oxdog Sense Pro 2025;raquette-de-padel-oxdog-sense-pro-2025;Oxdog;Raquettes;tout;2024-11-18T15:35:05+01:00;239.9;8508;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Oxdog-Sense-Pro-2025-Face.png?v=1731941151;poids;forme;mousse;2025;;carbone;sablée;pro;;attaque;balance;;
Pack Head Coello Vibe;pack-head-coello-vibe;Head;Raquettes;tout;2025-08-05T12:01:36+02:00;139.9;10777;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Pack-Head-Coello-Vibe.png?v=1764575530;;forme;foam;2025;;carbone;;pro;bleu;;;;
Raquette de padel Babolat Veron 3.0 Juan Lebron 2026;raquette-de-padel-babolat-veron-juan-lebron-2026;Babolat;Raquettes;fait;2025-07-28T14:21:36+02:00;239.9;10700;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Babolat-Veron-Juan-Lebron-2026-Face.png?v=1753707935;;forme;mousse;;;carbone;;pro;;attaque;;;
Raquette de padel Babolat Viper Soft 3.0 Juan Lebron 2026;raquette-de-padel-babolat-viper-soft-juan-lebron-2026;Babolat;Raquettes;;2025-07-07T08:44:47+02:00;299.9;10577;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Babolat-Viper-Soft-Juan-Lebron-2026-Face.png?v=1753698423;;forme;mousse;;expert;carbone;;pro;;attaque;;;
Raquette de padel Babolat Viper Juan Lebron 3.0 2026;raquette-de-padel-babolat-viper-juan-lebron-2026;Babolat;Raquettes;;2025-07-04T10:13:36+02:00;379.9;10576;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Babolat-Viper-Juan-Lebron-2026-Face.png?v=1753869192;;forme;mousse;;;carbone;sand;;;;;;
Raquette de padel Head Extreme One 2025;raquette-de-padel-head-extreme-one-2025;Head;Raquettes;fait, tout;2025-07-30T14:43:11+02:00;279.9;10762;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-extreme-one-2025-face.png?v=1756716911;poids;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Head Extreme One X 2025;raquette-de-padel-head-extreme-one-x-2025;Head;Raquettes;fait, tout;2025-07-30T14:43:08+02:00;299.9;10761;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-extreme-one-X-2025-face.png?v=1756716963;;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Adidas Arrow Hit Carbon Control 2026;raquette-de-padel-adidas-arrow-hit-carbon-control-2026;Adidas;Raquettes;fait, tout;2025-10-22T16:50:26+02:00;249.9;11301;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-arrow-hit-Carbon-Control-2026-face.png?v=1761146029;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Adidas Arrow Hit Carbon Attack 2026;raquette-de-padel-adidas-arrow-hit-carbon-attack-2026;Adidas;Raquettes;fait, tout;2025-10-22T15:59:13+02:00;249.9;11300;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-arrow-hit-carbon-attack-2026-face.png?v=1761145810;poids;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Adidas Arrow Hit Control 2026;raquette-de-padel-adidas-arrow-hit-control-2026;Adidas;Raquettes;fait, tout;2025-10-22T11:23:51+02:00;379.9;11285;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Arrow-Hit-Control-2026-Face.png?v=1761903269;poids;forme;mousse;;;carbone;;pro;;;balance;;
Raquette de padel Adidas Arrow Hit Attack 2026;raquette-de-padel-adidas-arrow-attk-2026;Adidas;Raquettes;fait, tout;2025-10-22T10:32:18+02:00;379.9;11283;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Adidas-Arrow-Hit-Attack-face.png?v=1764663653;poids;forme;mousse;;;carbone;;pro;;attaque;balance;;
Raquette de padel Adidas Match Light 3.5 2026;raquette-de-padel-adidas-match-light-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T14:46:45+02:00;74.9;11321;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-adidas-match-light-3-5-2026-face.png?v=1761224289;weight;forme;mousse;;;;;pro;noir;attaque;;;
Raquette de padel Adidas Match Vert 3.5 2026;raquette-de-padel-adidas-match-vert-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T14:35:30+02:00;74.9;11320;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-adidas-match-3.5-vert-face.png?v=1761223698;;forme;mousse;2025;;carbone;;pro;bleu;polyvalente;;;
Raquette de padel Adidas Match Orange 3.5 2026;raquette-de-padel-adidas-match-orange-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T14:13:47+02:00;74.9;11319;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Match-3.5-Orange-2026-Face.png?v=1761223564;;forme;mousse;;;;;pro;;;;;
Raquette de padel Adidas Drive Light 3.5 2026;raquette-de-padel-adidas-drive-light-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T14:05:29+02:00;79.9;11318;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-adidas-drive-light-3-5-2026-face.png?v=1761221691;weight;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Adidas Drive Noir 3.5 2026;raquette-de-padel-adidas-drive-noir-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T12:20:01+02:00;79.9;11317;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Drive-3-5-noir-2026-face.png?v=1761221514;;forme;mousse;;;;;pro;noir;;;;
Raquette de padel Adidas Drive Bleu 3.5 2026;raquette-de-padel-adidas-drive-bleu-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T11:27:03+02:00;79.9;11315;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Drive-3.5-Bleu-2026-Face.png?v=1761213171;;forme;mousse;2025;;;;pro;bleu;;;;
Raquette de padel Adidas RX Series Light 2026;raquette-de-padel-adidas-rx-series-light-2026;Adidas;Raquettes;fait, tout;2025-10-23T11:00:36+02:00;119.9;11312;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-adidas-rx-series-light-face_0054c08d-2f04-4f29-94ce-0e25b7d008bc.png?v=1761211246;weight;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Adidas RX Series 2026;raquette-de-padel-adidas-rx-series-2026;Adidas;Raquettes;fait, tout;2025-10-23T10:51:01+02:00;119.9;11311;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-RX-Series-2026-Face.png?v=1761211148;poids;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Adidas Cross It Team Light 3.5 2026;raquette-de-padel-adidas-cross-it-team-light-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T10:44:05+02:00;179.9;11310;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-cross-it-team-light-3-5-2026-face.png?v=1761210995;weight;forme;mousse;;;;;pro;;;;;
Raquette de padel Adidas Cross It Carbon Control 3.5 2026;raquette-de-padel-adidas-cross-it-carbon-control-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T10:28:01+02:00;279.9;11309;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-adidas-cross-it-carbon-control-3-5-2026-face.png?v=1761904214;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Adidas Metalbone Team Light 3.5 2026;raquette-de-padel-adidas-metalbone-team-light-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T10:17:04+02:00;199.9;11308;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-adidas-metalbonbe-team-light-2026-face.png?v=1761208666;weight;forme;mousse;;;;;pro;;;;;
Raquette de padel Adidas Metalbone Carbon Control 3.5 2026;raquette-de-padel-adidas-metalbone-carbon-control-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T10:12:50+02:00;249.9;11307;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-adidas-metalbone-carbon-control-3-5-2026-face.png?v=1761207994;;forme;mousse;;;carbone;;pro;noir;;;;
Raquette de padel Adidas Cross It Carbon 3.5 2026;raquette-de-padel-adidas-cross-it-carbon-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-23T09:44:28+02:00;279.9;11305;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-cross-it-carbon-3-5-2026-face.png?v=1761207366;;forme;mousse;;;carbone;;pro;;attaque;;;
Raquette de padel Adidas Cross It Light 3.5 2026;raquette-de-padel-adidas-cross-it-light-2026;Adidas;Raquettes;fait, tout;2025-10-23T09:44:02+02:00;299.9;11306;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Cross-It-Light-3.5-2026-Face.png?v=1761206887;weight;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Adidas Arrow Hit Junior Rose;raquette-de-padel-adidas-arrow-hit-junior-rose-2026;Adidas;Raquettes;fait, tout;2025-10-23T09:38:13+02:00;74.9;11303;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-adidas-arrow-hit-junior-rose-face.png?v=1761206431;poids;forme;mousse;;;;;pro;bleu;;;;
Raquette de padel Adidas Cross It Control 3.5 2026;raquette-de-padel-adidas-cross-it-control-2026;Adidas;Raquettes;fait, tout;2025-10-23T09:32:09+02:00;349.9;11304;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-adidas-cross-it-control-2026-face.png?v=1761205471;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Adidas Arrow Hit Junior Bleu 2026;raquette-de-padel-adidas-arrow-hit-junior-bleu-2026;Adidas;Raquettes;fait, tout;2025-10-23T08:02:25+02:00;74.9;11302;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Arrow-Hit-Junior-Bleu-2026-Face.png?v=1761205048;poids;forme;mousse;;;;;pro;bleu;;;;
Raquette de padel Adidas Cross It Team Control 3.5 2026;raquette-de-padel-adidas-cross-it-team-control-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-22T15:58:44+02:00;179.9;11299;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Cross-It-Team-Control-2026-Face.png?v=1761144707;;forme;mousse;;;;;pro;;;;;
Raquette de padel Adidas Metalbone Superlight 3.5 2026;raquette-de-padel-adidas-metalbone-superlight-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-22T11:35:47+02:00;149.9;11288;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Metalbone-superlight-2026-face.png?v=1761127621;weight;forme;mousse;;;;;;;;;;
Raquette de padel Adidas Metalbone Team 3.5 2026;raquette-de-padel-adidas-metalbone-team-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-22T11:33:14+02:00;199.9;11287;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-adidas-metalbone-team-2026-face_d60f3383-0bd2-47b6-8e30-11766532ad51.png?v=1761126490;;forme;mousse;;;;;pro;;;;;
Raquette de padel Adidas Metalbone Carbon 3.5 2026;raquette-de-padel-adidas-metalbone-carbon-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-22T11:30:30+02:00;249.9;11286;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-adidas-metalbone-carbon-3-5-2026-face.png?v=1761126127;;forme;mousse;;;carbone;;pro;rouge;;;;
Raquette de padel Adidas Metalbone Control 3.5 2026;raquette-de-padel-adidas-metalbone-control-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-22T10:34:52+02:00;369.9;11284;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-adidas-metalbone-control-3-5-2026-face.png?v=1761122993;weight;forme;mousse;;;carbone;;pro;noir;;balance;;
Raquette de padel Adidas Metalbone HRD+ 3.5 2026;raquette-de-padel-adidas-metalbone-hrd-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-22T10:31:14+02:00;369.9;11282;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Metalbone-HRD_-3.5-2026-Face.png?v=1761124570;weight;forme;mousse;;;carbone;;pro;;;balance;;
Raquette de padel Adidas Metalbone 3.5 2026;raquette-de-padel-adidas-metalbone-3-5-2026;Adidas;Raquettes;fait, tout;2025-10-22T10:22:05+02:00;369.9;11280;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Metalbone-3.5-2026-face.png?v=1761125489;weight;forme;mousse;;;carbone;;pro;;;balance;;
Raquette de padel Nox VK10 By Aranzazu Osoro 2024;raquette-de-padel-nox-vk10-aranzazu-osoro-2024;Nox;Raquettes;Aranzazu Osoro, tout;2024-02-02T11:01:38+01:00;199.9;6673;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-VK10-By-Aranzazu-Osoro-Face.webp?v=1706868440;;forme;mousse;2024;;carbone;;pro;;;;;
Raquette de padel Nox Elite FR Exclusive 2025;raquette-de-padel-nox-elite-fr-exclusive-2025;Nox;Raquettes;fait, tout;2025-04-03T16:16:56+02:00;129.9;9861;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-Elite-FR-Exclusive-2025-Face.png?v=1743761293;;forme;mousse;2025;;;;pro;;;;;
Raquette de padel Siux Electra ST4 Elite 2025;raquette-de-padel-siux-electra-lite-4;Siux;Raquettes;tout;2025-02-04T11:41:45+01:00;169.9;9147;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Siux-Elecra-Elite-4-face.png?v=1738675125;;forme;mousse;;;carbone;sablée;pro;;;;;
Raquette de padel Bullpadel Ionic Light 2026;raquette-de-padel-bullpadel-ionic-light-2026;Bullpadel;Raquettes;fait, tout;2025-10-14T14:40:52+02:00;149.9;11216;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-ionic-light-2026-face.png?v=1761921521;poids;forme;mousse;;;carbone;;pro;white;;;;
Raquette de padel Bullpadel Ionic Control 2026;raquette-de-padel-bullpadel-ionic-control-2026;Bullpadel;Raquettes;fait, tout;2025-10-14T14:40:50+02:00;179.9;11215;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-ionic-control-2026-face.png?v=1761918230;;forme;mousse;;;carbone;;pro;white;;;;
Raquette de padel Bullpadel Ionic Power 2026;raquette-de-padel-bullpadel-ionic-power-2026;Bullpadel;Raquettes;fait, tout;2025-10-14T14:40:48+02:00;179.9;11214;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Ionic-Power-2026.png?v=1761909478;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Macron Hero Pro Power X Ducati;raquette-de-padel-macron-hero-pro-power-x-ducati;Macron;Raquettes;fait, tout;2025-11-14T16:28:23+01:00;378.9;11606;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Macron-Hero-pro-power-ducati-face.png?v=1763133893;poids;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Macron x Ducati Hero Pro Control;raquette-de-padel-macron-x-ducati-hero-pro-control;Macron;Raquettes;fait, tout;2025-11-14T16:22:42+01:00;378.9;11607;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-macron-x-ducati-hero-pro-control-face.png?v=1763135693;;forme;mousse;;;carbone;sablée;pro;rouge;;;;
Raquette de padel Macron Tridens Stealth ll;raquette-de-padel-macron-tridens-stealth-ll;Macron;Raquettes;fait, tout;2025-11-14T16:00:57+01:00;344.9;11605;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Macron-Tridens-Stealth-ll-Face.png?v=1763133773;;;mousse;;;carbone;;pro;;;;;
